Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_051225615.1	Bacillus amyloliquefaciens	Complete Genome	current	3997765	1	SAMN49556791	soil	Taiwan: Pingtung		non_saline_candidate	
GCF_053750095.1	Bacillus amyloliquefaciens	Complete Genome	current	4041589	1	SAMN50184179	rhizosphere soil	China:Nanjing	Tomato	non_saline_candidate	
GCF_054131895.1	Bacillus amyloliquefaciens	Complete Genome	current	3929780	1	SAMN22826121	soil	China: FuSong County	Panax ginseng	non_saline_candidate	
GCF_054816535.1	Bacillus amyloliquefaciens	Complete Genome	current	3980777	1	SAMN51803990	rhizosphere soil	China: Guizhou Province, Shibi County	Pseudostellaria heterophylla	non_saline_candidate	
GCF_056048175.1	Bacillus amyloliquefaciens	Contig	current	4202318	85	SAMN22202749		China: Langfang	plant	non_saline_candidate	
GCF_056048215.1	Bacillus amyloliquefaciens	Contig	current	3890538	42	SAMN22202747		China: Langfang	plant	non_saline_candidate	
GCF_056312695.1	Bacillus amyloliquefaciens	Complete Genome	current	4006786	1	SAMN56523219	rhizosphere soil	China:Tianjin		non_saline_candidate	
GCF_056726145.1	Bacillus amyloliquefaciens	Complete Genome	current	3517983	1	SAMN52845224	soil	Turkey: Tekirdag		non_saline_candidate	
GCF_000299035.1	Bacillus bingmayongensis	Scaffold	current	5477100	88	SAMN02469796	soil on the Terracotta Warriors from the No. 1 pit of the Mausoleum of the First Qin Emperor	China: Shaanxi		non_saline_candidate	
GCF_000319715.1	Bacillus anthracis str. 3166	Contig	current	5505136	5	SAMN02470706	soil	Bulgaria		non_saline_candidate	
GCF_000385965.2	Bacillus atrophaeus UCMB-5137	Chromosome	current	4064321	7	SAMN02471930	rhizosphere	Ukraine		non_saline_candidate	
GCF_000558965.1	Bacillus anthracis 8903-G	Chromosome	current	5504767	9	SAMN02951868	soil	Georgia: Gardabani		non_saline_candidate	
GCF_000558985.1	Bacillus anthracis 9080-G	Chromosome	current	5508663	54	SAMN02951869	soil	Georgia: Gardabani		non_saline_candidate	
GCF_000835185.1	Bacillus cereus	Complete Genome	current	5642468	4	SAMN03092702	soil	USA: WI, Madison (University of Wisconsin-Madison)		non_saline_candidate	
GCF_001043655.1	Bacillus cereus	Contig	current	5150922	90	SAMN03392518	Plant	Malaysia: Malacca		non_saline_candidate	
GCF_001277915.1	Bacillus cereus	Complete Genome	current	5398511	4	SAMN03785549	soil	China:Zhongshan moutain Nanjing		non_saline_candidate	
GCF_001579695.1	Bacillus cereus	Scaffold	current	5386583	127	SAMN04496851	rhizosphere	China:Beijing	Triticum	non_saline_candidate	
GCF_001584335.1	Bacillus atrophaeus	Scaffold	current	4159686	24	SAMN04450411	soil	USA:Colorado		non_saline_candidate	
GCF_001635915.1	Bacillus cereus	Complete Genome	current	6112892	2	SAMN03457169	soil	China		non_saline_candidate	
GCF_001635955.1	Bacillus cereus	Complete Genome	current	6097988	2	SAMN03457174	soil	China		non_saline_candidate	
GCF_001678165.1	Bacillus cereus	Scaffold	current	6404077	54	SAMN05171626	root of field-grown alfalfa plants	USA: Arlington, WI	Medicago sativa	non_saline_candidate	
GCF_001699805.1	Bacillus cereus	Contig	current	6031538	40	SAMN05436732	Cadmium-contaminated soil	Australia: Melbourne	Carpobrotus rossii	non_saline_candidate	
GCF_002860245.1	Bacillus canaveralius	Contig	current	4694986	117	SAMN08028598	soil			non_saline_candidate	
GCF_002998055.1	Bacillus atrophaeus	Scaffold	current	4153751	14	SAMN08633950	grass roots	China: Tibet, Nyingchi		non_saline_candidate	
GCF_002998075.1	Bacillus atrophaeus	Scaffold	current	4216459	15	SAMN08633986	soil	China: Tibet		non_saline_candidate	
GCF_002998135.1	Bacillus atrophaeus	Scaffold	current	4123307	19	SAMN08634001	grass roots	China: Tibet, Lhasa		non_saline_candidate	
GCF_016469025.1	Bacillus atrophaeus	Scaffold	current	4130740	92	SAMN16276680	soil	Antarctica		non_saline_candidate	
GCF_017498775.1	Bacillus arachidis	Contig	current	5176505	98	SAMN18316468	rhizosphere soil of peanut	China:Jiangsu		non_saline_candidate	
GCF_018140555.1	Bacillus atrophaeus	Complete Genome	current	4144521	1	SAMN18793431	soil	China:Shandong		non_saline_candidate	
GCF_018390475.2	Bacillus cabrialesii subsp. tritici	Contig	current	4297452	2	SAMN19070894	rhizosphere	Mexico: Yaqui Valley	Triticum turgidum subsp. durum	non_saline_candidate	
GCF_019443725.1	Bacillus atrophaeus	Complete Genome	current	4148820	1	SAMN14466088	soil	Canada:Saskatoon		non_saline_candidate	
GCF_019753385.1	Bacillus bingmayongensis	Scaffold	current	5887059	282	SAMN20822653	soil	China: Zhengzhou	missing	non_saline_candidate	
GCF_023824075.1	Bacillus bombysepticus	Complete Genome	current	5870776	3	SAMN22304412	soil	China		non_saline_candidate	
GCF_026793355.1	Bacillus atrophaeus	Scaffold	current	4195380	42	SAMN25999697	soil	not collected		non_saline_candidate	
GCF_026793375.1	Bacillus atrophaeus	Scaffold	current	4272497	127	SAMN25999696	soil	not collected		non_saline_candidate	
GCF_026793395.1	Bacillus atrophaeus	Scaffold	current	4281072	112	SAMN25999693	soil	not collected		non_saline_candidate	
GCF_026793405.1	Bacillus atrophaeus	Scaffold	current	4104658	216	SAMN25999694	soil	not collected		non_saline_candidate	
GCF_026793415.1	Bacillus atrophaeus	Scaffold	current	4279494	112	SAMN25999695	soil	not collected		non_saline_candidate	
GCF_026793455.1	Bacillus atrophaeus	Scaffold	current	4281129	128	SAMN25999692	soil	not collected		non_saline_candidate	
GCF_026793475.1	Bacillus atrophaeus	Scaffold	current	4122328	16	SAMN25999691	soil	not collected		non_saline_candidate	
GCF_026793515.1	Bacillus atrophaeus	Scaffold	current	4110444	20	SAMN25999689	soil	not collected		non_saline_candidate	
GCF_026793605.1	Bacillus atrophaeus	Scaffold	current	4083353	18	SAMN25999685	soil	not collected		non_saline_candidate	
GCF_026793855.1	Bacillus atrophaeus	Scaffold	current	4186000	21	SAMN25999672	soil	not collected		non_saline_candidate	
GCF_026793875.1	Bacillus atrophaeus	Scaffold	current	4227121	47	SAMN25999671	soil	not collected		non_saline_candidate	
GCF_026793895.1	Bacillus atrophaeus	Scaffold	current	4002963	20	SAMN25999670	soil	not collected		non_saline_candidate	
GCF_026793905.1	Bacillus atrophaeus	Scaffold	current	4123455	31	SAMN25999668	soil	not collected		non_saline_candidate	
GCF_026793915.1	Bacillus atrophaeus	Contig	current	4183152	15	SAMN25999669	soil	not collected		non_saline_candidate	
GCF_026794315.1	Bacillus atrophaeus	Scaffold	current	4189282	91	SAMN25999664	soil	not collected		non_saline_candidate	
GCF_026794335.1	Bacillus atrophaeus	Scaffold	current	4198129	29	SAMN25999665	soil	not collected		non_saline_candidate	
GCF_026794355.1	Bacillus atrophaeus	Scaffold	current	4140457	14	SAMN25999663	soil	not collected		non_saline_candidate	
GCF_026794375.1	Bacillus atrophaeus	Scaffold	current	4038042	20	SAMN25999662	soil	not collected		non_saline_candidate	
GCF_026794405.1	Bacillus atrophaeus	Scaffold	current	4094803	21	SAMN25999659	soil	not collected		non_saline_candidate	
GCF_026794435.1	Bacillus atrophaeus	Scaffold	current	4162365	16	SAMN25999660	soil	not collected		non_saline_candidate	
GCF_026794455.1	Bacillus atrophaeus	Scaffold	current	4164398	14	SAMN25999658	soil	not collected		non_saline_candidate	
GCF_026794475.1	Bacillus atrophaeus	Scaffold	current	4125339	22	SAMN25999656	soil	not collected		non_saline_candidate	
GCF_026794485.1	Bacillus atrophaeus	Scaffold	current	4074827	27	SAMN25999654	soil	not collected		non_saline_candidate	
GCF_026794575.1	Bacillus atrophaeus	Scaffold	current	4119323	25	SAMN25999652	soil	not collected		non_saline_candidate	
GCF_026794605.1	Bacillus atrophaeus	Scaffold	current	4148902	66	SAMN25999651	soil	not collected		non_saline_candidate	
GCF_029541525.1	Bacillus atrophaeus	Complete Genome	current	4155911	1	SAMN33774111	Cotton rhizosphere soil	China:Xinjiang Hutubi County cotton planting farm		non_saline_candidate	
GCF_030284675.1	Bacillus atrophaeus	Contig	current	4073008	12	SAMN35711153	rhizosphere soil	Algeria	Ziziphus spina-christi	non_saline_candidate	
GCF_030285945.1	Bacillus arachidis	Complete Genome	current	5218944	4	SAMN34375038	rhizosphere soil	China: Yuxi, Yunnan Province		non_saline_candidate	
GCF_031834575.1	Bacillus atrophaeus	Contig	current	4182405	18	SAMN33021027	rhizosphere	China	Solanum tuberosum	non_saline_candidate	
GCF_032460565.1	Bacillus atrophaeus	Complete Genome	current	4288753	1	SAMN37144237	soil	China:qinghai	missing	non_saline_candidate	
GCF_032461835.1	Bacillus cabrialesii	Contig	current	4191332	35	SAMN37629539	roots	Tunisia	Lathyrus cicera	non_saline_candidate	
GCF_034427855.1	Bacillus bingmayongensis	Contig	current	5459685	395	SAMN38378306	soil	Tunisia		non_saline_candidate	
GCF_035806495.1	Bacillus atrophaeus	Scaffold	current	4140876	18	SAMN33940236	soil	not collected		non_saline_candidate	
GCF_035806515.1	Bacillus atrophaeus	Contig	current	4376082	23	SAMN33940235	soil	not collected		non_saline_candidate	
GCF_035806615.1	Bacillus atrophaeus	Scaffold	current	4246831	63	SAMN33940231	soil	not collected		non_saline_candidate	
GCF_035806635.1	Bacillus atrophaeus	Contig	current	4153675	14	SAMN33940230	soil	not collected		non_saline_candidate	
GCF_035806645.1	Bacillus atrophaeus	Contig	current	4378260	26	SAMN33940229	soil	not collected		non_saline_candidate	
GCF_035806675.1	Bacillus atrophaeus	Scaffold	current	4139093	21	SAMN33940228	soil	not collected		non_saline_candidate	
GCF_035806695.1	Bacillus atrophaeus	Contig	current	4376088	23	SAMN33940224	soil	not collected		non_saline_candidate	
GCF_035806715.1	Bacillus atrophaeus	Contig	current	4265125	26	SAMN33940226	soil	not collected		non_saline_candidate	
GCF_035806735.1	Bacillus atrophaeus	Contig	current	4252640	23	SAMN33940227	soil	not collected		non_saline_candidate	
GCF_035806755.1	Bacillus atrophaeus	Scaffold	current	4264905	25	SAMN33940225	soil	not collected		non_saline_candidate	
GCF_035806775.1	Bacillus atrophaeus	Contig	current	4378323	27	SAMN33940223	soil	not collected		non_saline_candidate	
GCF_035806795.1	Bacillus atrophaeus	Scaffold	current	4294733	22	SAMN33940222	soil	not collected		non_saline_candidate	
GCF_035806815.1	Bacillus atrophaeus	Contig	current	4299833	21	SAMN33940219	soil	not collected		non_saline_candidate	
GCF_035806855.1	Bacillus atrophaeus	Contig	current	4297953	25	SAMN33940221	soil	not collected		non_saline_candidate	
GCF_035806895.1	Bacillus atrophaeus	Scaffold	current	4239286	33	SAMN33940217	soil	not collected		non_saline_candidate	
GCF_035806915.1	Bacillus atrophaeus	Scaffold	current	4115263	18	SAMN33940216	soil	not collected		non_saline_candidate	
GCF_035806935.1	Bacillus atrophaeus	Scaffold	current	4237758	36	SAMN33940215	soil	not collected		non_saline_candidate	
GCF_035806955.1	Bacillus atrophaeus	Scaffold	current	4239266	35	SAMN33940214	soil	not collected		non_saline_candidate	
GCF_035806975.1	Bacillus atrophaeus	Scaffold	current	4239705	30	SAMN33940213	soil	not collected		non_saline_candidate	
GCF_035806995.1	Bacillus atrophaeus	Contig	current	4114086	13	SAMN33940212	soil	not collected		non_saline_candidate	
GCF_035807015.1	Bacillus atrophaeus	Contig	current	4239546	30	SAMN33940211	soil	not collected		non_saline_candidate	
GCF_035807035.1	Bacillus atrophaeus	Contig	current	4113922	15	SAMN33940210	soil	not collected		non_saline_candidate	
GCF_035807075.1	Bacillus atrophaeus	Contig	current	4240600	31	SAMN33940208	soil	not collected		non_saline_candidate	
GCF_035807095.1	Bacillus atrophaeus	Contig	current	4115072	14	SAMN33940206	soil	not collected		non_saline_candidate	
GCF_035807115.1	Bacillus atrophaeus	Contig	current	4115021	13	SAMN33940205	soil	not collected		non_saline_candidate	
GCF_035807135.1	Bacillus atrophaeus	Contig	current	4113831	14	SAMN33940207	soil	not collected		non_saline_candidate	
GCF_035807255.1	Bacillus atrophaeus	Scaffold	current	4239518	28	SAMN33940198	soil	not collected		non_saline_candidate	
GCF_035807275.1	Bacillus atrophaeus	Scaffold	current	4010796	14	SAMN33940199	soil	not collected		non_saline_candidate	
GCF_035807295.1	Bacillus atrophaeus	Contig	current	4048018	13	SAMN33940197	soil	not collected		non_saline_candidate	
GCF_035814155.1	Bacillus atrophaeus	Scaffold	current	4134396	49	SAMN33940342	soil	USA		non_saline_candidate	
GCF_036209985.1	Bacillus atrophaeus	Scaffold	current	4052323	32	SAMN32927378	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210025.1	Bacillus atrophaeus	Scaffold	current	4097990	24	SAMN32927376	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210035.1	Bacillus atrophaeus	Scaffold	current	4081875	31	SAMN32927377	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210065.1	Bacillus atrophaeus	Scaffold	current	4715748	41	SAMN32927374	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210085.1	Bacillus atrophaeus	Scaffold	current	4082399	31	SAMN32927375	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036224925.1	Bacillus atrophaeus	Scaffold	current	4195511	24	SAMN33941027	soil	USA		non_saline_candidate	
GCF_036224965.1	Bacillus atrophaeus	Scaffold	current	4039138	22	SAMN33941024	soil	USA		non_saline_candidate	
GCF_036224985.1	Bacillus atrophaeus	Scaffold	current	4089126	14	SAMN33941026	soil	USA		non_saline_candidate	
GCF_036225005.1	Bacillus atrophaeus	Scaffold	current	4131539	17	SAMN33941025	soil	USA		non_saline_candidate	
GCF_036225025.1	Bacillus atrophaeus	Scaffold	current	4189007	20	SAMN33941023	soil	USA		non_saline_candidate	
GCF_036225045.1	Bacillus atrophaeus	Scaffold	current	4239234	25	SAMN33941022	soil	USA		non_saline_candidate	
GCF_036225065.1	Bacillus atrophaeus	Contig	current	4241172	25	SAMN33941020	soil	USA		non_saline_candidate	
GCF_036225085.1	Bacillus atrophaeus	Scaffold	current	4155290	24	SAMN33941019	soil	USA		non_saline_candidate	
GCF_036225105.1	Bacillus atrophaeus	Scaffold	current	4145190	18	SAMN33941018	soil	USA		non_saline_candidate	
GCF_036225125.1	Bacillus atrophaeus	Contig	current	4156012	17	SAMN33941021	soil	USA		non_saline_candidate	
GCF_036225145.1	Bacillus atrophaeus	Scaffold	current	4223234	18	SAMN33941017	soil	USA		non_saline_candidate	
GCF_036225165.1	Bacillus atrophaeus	Scaffold	current	4369926	39	SAMN33941016	soil	USA		non_saline_candidate	
GCF_037997125.1	Bacillus atrophaeus	Complete Genome	current	4213034	1	SAMN38507101	Tibet Plateau soil	China:Tibet		non_saline_candidate	
GCF_038069635.2	Bacillus anthracis	Complete Genome	current	5200120	1	SAMN40703789	rhizosphere indigenous microbial community of healthy strawberry plants in a strawberry planting greenhouse	China: Tangwang Town, Licheng District, Jinan City, Shandong Province		non_saline_candidate	
GCF_039519175.1	Bacillus atrophaeus	Complete Genome	current	4292910	2	SAMN41078598	Wheat root	China: Henan		non_saline_candidate	
GCF_040194375.1	Bacillus ayatagriensis	Contig	current	3821630	37	SAMN41506556	Mulberry plant rhizosphere region	India: Raiganj University		non_saline_candidate	
GCF_040797005.1	Bacillus anthracis	Contig	current	5356182	43	SAMN42186656	deep soil layers	Russia: Yakutia		non_saline_candidate	
GCF_043190285.1	Bacillus anthracis	Complete Genome	current	5504914	3	SAMN38634753	soil	Austria: Mattighofen		non_saline_candidate	
GCF_043190595.1	Bacillus anthracis	Chromosome	current	5502528	4	SAMN38634752	soil	Austria: Mattighofen		non_saline_candidate	
GCF_043191725.1	Bacillus anthracis	Complete Genome	current	5504998	3	SAMN38634751	soil	Austria: Mattighofen		non_saline_candidate	
GCF_043192435.1	Bacillus anthracis	Chromosome	current	5452505	12	SAMN38634750	soil	Austria: Mattighofen		non_saline_candidate	
GCF_044751625.1	Bacillus anthracis	Contig	current	5468731	25	SAMN43361510	soil	China: Jingxi City, Guangxi Province	horse	non_saline_candidate	
GCF_045038045.1	Bacillus anthracis	Complete Genome	current	5504763	3	SAMN37499000	soil	China:Harbin		non_saline_candidate	
GCF_045276185.1	Bacillus atrophaeus	Complete Genome	current	4267134	3	SAMN43222669	Flowering plant	China: Shihezi	cotton	non_saline_candidate	
GCF_045278795.1	Bacillus atrophaeus subsp. globigii	Complete Genome	current	4083597	1	SAMN36965794	rhizosphere	China		non_saline_candidate	
GCF_046221385.1	Bacillus anthracis	Scaffold	current	5457395	80	SAMN43546202	skin and contaminated soil	Ethiopia: Amhara Region, East Gojjam Zone, Goncha siso Enese District, Angot 028 Kebele	Capra hircus	non_saline_candidate	
GCF_049803355.1	Bacillus cabrialesii subsp. cabrialesii	Contig	current	4068195	45	SAMN41698214	soil	Mexico: Yaqui Valley	wheat	non_saline_candidate	
GCF_050171565.1	Bacillus atrophaeus	Contig	current	4319695	44	SAMN48191925	soil	Russia: Yakutia		non_saline_candidate	
GCF_050171645.1	Bacillus atrophaeus	Contig	current	4313758	46	SAMN48191924	soil	Russia: Yakutia		non_saline_candidate	
GCF_050171665.1	Bacillus atrophaeus	Contig	current	4303474	37	SAMN48191923	soil	Russia: Yakutia		non_saline_candidate	
GCF_050456865.1	Bacillus atrophaeus	Contig	current	4360403	44	SAMN41009432	soil	Canada: Whiteshell, Manitoba		non_saline_candidate	
GCF_050457945.1	Bacillus anthracis	Scaffold	current	5146626	37	SAMN41009378	soil	India: Ganges Delta		non_saline_candidate	
GCF_050465005.1	Bacillus cabrialesii	Scaffold	current	4171389	28	SAMN41009160	soil	USA: Tumonoc Hill, Arizona		non_saline_candidate	
GCF_050475125.1	Bacillus atrophaeus	Contig	current	4160267	28	SAMN41009868	chloropicrin treated soil	not collected		non_saline_candidate	
GCF_050574115.1	Bacillus atrophaeus	Complete Genome	current	4155134	1	SAMN48580704	rhizosphere soil	China:Fujian	Pseudostellaria heterophylla	non_saline_candidate	
GCF_051425545.1	Bacillus atrophaeus	Complete Genome	current	4302183	2	SAMN49699283	chernozem soils	Russia: SFedU Botanical Garden		non_saline_candidate	
GCF_051488445.1	Bacillus atrophaeus	Contig	current	4053470	2	SAMN49662483	soil	Turkey: Erzurum		non_saline_candidate	
GCF_052441705.1	Bacillus atrophaeus	Contig	current	4050843	1	SAMN49662482	soil	Turkey: Erzurum		non_saline_candidate	
GCF_052665205.1	Bacillus atrophaeus	Scaffold	current	4170353	13	SAMN47595437	Salicornia europaea	China: Yancheng, Jiangsu province	Plants	non_saline_candidate	
GCF_053092545.2	Bacillus anthracis	Contig	current	5332542	2	SAMN50141656	agricultural soil	Morocco: Taliouine		non_saline_candidate	
GCF_054054465.1	Bacillus atrophaeus	Contig	current	4174279	29	SAMN53359655	Melia azedarach rhizosphere soil	Algeria: Sidi Bel Abbes	Melia azedarach	non_saline_candidate	
